n;nhsn_code;procedimiento_qx;descripcion;cie9
615;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.0
616;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.1
617;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.20
618;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.25
619;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.28
620;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.31
621;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.32
622;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.33
623;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.34
624;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.39
625;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.41
626;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.42
627;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.43
628;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.48
629;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.49
630;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.98
631;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";33.99
632;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.01
633;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.02
634;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.03
635;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.06
636;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.1
637;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.20
638;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.26
639;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.3
640;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.4
641;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.51
642;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.52
643;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.59
644;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.6
645;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.81
646;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.82
647;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.83
648;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.84
649;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.85
650;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.86
651;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.89
652;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.93
653;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";34.99
654;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.80
655;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.81
656;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.82
657;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.83
658;THOR;Cirugía torácica;"Cirugía torácica no cardíaca y no vascular; incluye neumectomía y reparación de hernia diafragmática o hiatal";53.84
659;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.02
660;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.09
661;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.12
662;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.2
663;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.31
664;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.39
665;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.4
666;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.50
667;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.51
668;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.52
669;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.6
670;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.7
671;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.81
672;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.89
673;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.91
674;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.92
675;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.93
676;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.94
677;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.95
678;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.98
679;THYR;Cirugía tiroidea y paratiroidea;Resección o manipulación del tiroides y/o paratiroides;06.99
680;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.51
681;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.59
682;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.71
683;VHYS;Histerectomía vaginal;Extirpación del útero a través de la vagina o de incisión en elperiné;68.79
684;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.2
685;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.31
686;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.32
687;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.33
688;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.34
689;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.35
690;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.39
691;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.42
692;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;02.43
693;VSHN;Derivación (shunt) ventricular;Ventriculostomía e intervenciones de derivación o shunt ventricular, incluyendo la revisión y la retirada de la derivación;54.95
694;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.71
695;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.72
696;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";53.75
697;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.0
698;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.11
699;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.12
700;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.19
701;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.3
702;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.4
703;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.51
704;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.59
705;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.61
706;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.63
707;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.64
708;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.71
709;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.75
710;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.92
711;XLAP;Laparotomía exploratoria;"Operaciones abdominales que implican una incisión en la paredabdominal para acceder a la cavidad abdominal; procedimientos diagnósticos para acceder a la región abdominal";54.93
